"id";"title";"authors";"subjectsPOR";"institutions";"types";"accesslevel";"publicationDates";"urls";"formats";"languages"
"UFSC_41865486d1540aea51e4084e68a255c7";"Arquitetura e sistema de monitoramento para computação em nuvem privada";"primary[Chaves, Shirlei Aparecida de(NA)]";"";"UFSC";"masterThesis";"openAccess";"2012";"http://repositorio.ufsc.br/xmlui/handle/123456789/93827";"masterThesis";"por"
"UFSC_1ecf9bb4f8def1037a71fe578cd46fad";"Método de previsão de limiar de percolação e condutividade elétrica em compósitos poliméricos por simulação de Monte Carlo";"primary[Arenhart, Rafael Guntzel(NA)]";"";"UFSC";"masterThesis";"openAccess";"2012";"http://repositorio.ufsc.br/xmlui/handle/123456789/99274";"masterThesis";"por"
"UFS-2_7e22f4005efe06b63ca66cc59177e0d3";"Processo de avaliação de software aplicado à seleção de sistemas gerenciadores de conteúdo";"primary[Menezes, Jislane Silva Santos de(http://lattes.cnpq.br/4484686084492373)]";"Software (avaliação)|Sites da web (gerência)|Editoração da web|Gerenciamento de recursos de informação|Avaliação de software|ISO/IEC 25040|ISO/IEC 25010";"UFS";"masterThesis";"openAccess";"2016";"https://ri.ufs.br/handle/riufs/3380";"masterThesis";"por"
"UNB_86ee6f992b58a5ecf6d5f090e5b326e4";"A atuação das associações brasileiras no controle concentrado de constitucionalidade";"primary[Fornara, Matheus Tormen(NA)]";"";"UNB";"masterThesis";"openAccess";"2022";"https://repositorio.unb.br/handle/10482/44151";"masterThesis";"por"
"UNB_2cb886f8feb4eff4f6f4633b787a2253";"Framework colaborativo de simulação computacional para o estudo de regulação bancária";"primary[Silva, Cauê Mello da(NA)]";"";"UNB";"masterThesis";"openAccess";"2018";"http://repositorio.unb.br/handle/10482/31898";"masterThesis";"por"
"UNB_766636ae97610be72640e37ad7689727";"Maldetect : uma metodologia automatizável de detecção de malwares desconhecidos";"primary[Santos, Leandro Silva dos(NA)]";"";"UNB";"masterThesis";"openAccess";"2016";"http://repositorio.unb.br/handle/10482/21543|http://dx.doi.org/10.26512/2016.06.D.21543";"masterThesis";"por"
"UNB_bb1713d164ef84a5fb52409ba9982b17";"Otimização de estruturas reticuladas utilizando algoritmos genéticos";"primary[Arteaga Vélez, Digna Isabel(NA)]";"";"UNB";"masterThesis";"openAccess";"2015";"http://repositorio.unb.br/handle/10482/19863|http://dx.doi.org/10.26512/2015.04.D.19863";"masterThesis";"por"
"UNB_980fc10dd579c5ae7fa0fe74fe1ec277";"Sistema para automação de testes no relé SEL-T400L";"primary[Honorato, Tiago da Rocha(NA)]";"";"UNB";"masterThesis";"openAccess";"2020";"https://repositorio.unb.br/handle/10482/39478";"masterThesis";"por"
"UNB_6297deed4ecbb57831a8513533f63ee6";"Simulação numérica de problemas elastoplásticos usando o método dos elementos de contorno";"primary[Gonzales Escudero, Augusto(NA)]";"";"UNB";"doctoralThesis";"openAccess";"2018";"http://repositorio.unb.br/handle/10482/34220";"doctoralThesis";"por"
"UFRN_c4f5486990e062c4c7e31c886aad56f6";"Infrastructure as a service intra-platform interoperability: an exploratory study with OpenStack";"primary[Queiroz, Samuel de Medeiros(NA)]";"Interoperability|Vendor lock-in|Infrastructure as a Service|IaaS|Intra-platform|Multicloud|OpenStack|OpenStack SDK";"UFRN";"masterThesis";"openAccess";"2018";"https://repositorio.ufrn.br/jspui/handle/123456789/27120";"masterThesis";"por"
"UFRN_f76e3a7e8135d25b21f1420d8b3bbe9f";"Rede neural artificial para análise de parâmetros cinemáticos no polimento de porcelanatos";"primary[Halla II, Ricardo(NA)]";"Rede neural|Polimento|Porcelanato|Brilho|Simulação";"UFRN";"masterThesis";"openAccess";"2021";"https://repositorio.ufrn.br/handle/123456789/32791";"masterThesis";"por"
"UFRN_a648a222b4e369f6405f4d47c7474456";"Diagnóstico de condições de operação do bombeio centrífugo submerso utilizando machine learning";"primary[Brasil, Jéssica Alves(NA)]";"Elevação artificial|Bombeio centrífugo submerso|Aprendizado de máquina|Algoritmos de classificação";"UFRN";"masterThesis";"openAccess";"2022";"https://repositorio.ufrn.br/handle/123456789/49240";"masterThesis";"por"
"UFRN_3db30652815a22ecc8b08eb468fa065c";"Análise de guias de onda ópticos segmentados com sequência quase periódica";"primary[Segundo, Marcos Túlio Antunes Bezerra(NA)]";"Guias de onda dielétricos|Guias segmentados|SWG|VBPM";"UFRN";"masterThesis";"openAccess";"2018";"https://repositorio.ufrn.br/jspui/handle/123456789/25962";"masterThesis";"por"
"UFRN_7f005a14aad333c026462e44b57e56e1";"Simulador semianalítico para fluxo em reservatórios homogêneos fechados utilizando a solução da fonte pontual aplicada ao método de elementos de contorno";"primary[Araújo, Rodrigo Moreira(NA)]";"Simulação|Funções de Green|Equações fonte";"UFRN";"masterThesis";"openAccess";"2016";"https://repositorio.ufrn.br/jspui/handle/123456789/22017";"masterThesis";"por"
"UFRN_33ef5253f855c3753cc3c6f9ff25a29b";"Reconsolidação e extinção de memórias: uma abordagem computacional";"primary[Santiago, Rodrigo Marques de Melo(NA)]";"Esquiva inibitória|Memória de medo ao contexto|Consolidação|Reconsolidação|Extinção|Condição limitante|Modelo computacional|Rede de atratores|Rede de|Hopfield";"UFRN";"masterThesis";"openAccess";"2018";"https://repositorio.ufrn.br/jspui/handle/123456789/25835";"masterThesis";"por"
"UFRN_f1bee49f22386faff3eb9bf4054c751b";"Avaliando a robustez e manutenibilidade do comportamento excepcional de aplicações C#";"primary[Sousa Neto, Eliezio Soares de(NA)]";"Sistemas de Software. Qualidade. Tratamento de exceções. Mecanismos de tratamento de exceções. Robustez. Manutenibilidade.";"UFRN";"masterThesis";"openAccess";"2014";"https://repositorio.ufrn.br/jspui/handle/123456789/18103";"masterThesis";"por"
"UFRN_23e3bc9602a85d838a8e065099e2537b";"N-Learning, uma abordagem para ensino e aprendizagem autônomos em sistemas multirrobôs";"primary[Costa, Luís Feliphe Silva(NA)]";"Sistemas multirrobôs|Robôtica baseada em comportamentos|Aprendizagem cooperativa";"UFRN";"doctoralThesis";"openAccess";"2018";"https://repositorio.ufrn.br/jspui/handle/123456789/26936";"doctoralThesis";"por"
"UFRN_3625cf5c62cdac981a6347e70b0b6b66";"MOLBIT: automação em análises moleculares";"primary[Freitas, Tiago Tobias(NA)]";"Reação em cadeia da polimerase (PCR)|Gel de agarose|Análise molecular|Gestão laboratorial|Agronegócio|Inovação";"UFRN";"masterThesis";"openAccess";"2018";"https://repositorio.ufrn.br/jspui/handle/123456789/26366";"masterThesis";"por"
"UFRN_0a0e0ac0d6c918f3e57d88bcc45b5183";"Medusa: um fluxo de trabalho para classificação taxonômica e anotação funcional de metagenomas";"primary[Morais, Diego Arthur de Azevedo(NA)]";"Metagenômica|Bioinformática|Classificação taxonômica|Anotação funcional|Fluxo de trabalho";"UFRN";"doctoralThesis";"openAccess";"2022";"https://repositorio.ufrn.br/handle/123456789/48271";"doctoralThesis";"por"
"UFRN_463392afb92aa8add19c0b544de39b14";"Modelagem e simulação da cristalização do cloreto de sódio em misturas com água e monoetileno glicol";"primary[Souza, João Paulo(NA)]";"Monoetileno glicol (MEG)|Cloreto de sódio|Simulação|Solubilidade|Regeneração do MEG";"UFRN";"masterThesis";"openAccess";"2019";"https://repositorio.ufrn.br/handle/123456789/31368";"masterThesis";"por"
"UFRN_1998037682aa65551982ea271fe53cb1";"ECSFlow: implementação de um modelo de tratamento de exceção para C#";"primary[Pranto Filho, Frederico Nunes do(NA)]";"Tratamento de exceções|Mecanismo de tratamento de exceção|Robustez|Manutenibilidade|Modularidade";"UFRN";"masterThesis";"openAccess";"2016";"https://repositorio.ufrn.br/jspui/handle/123456789/25490";"masterThesis";"por"
"UFRN_ae2a29b8211e42d5e448128e7cab7d1c";"Novo método de síntese de FSS multibanda baseado em aprendizado de máquina para sistemas de comunicação sem fio";"primary[Fontoura, Leidiane Carolina Martins de Moura(NA)]";"FSS bioinspirada|FSS multibanda|Filtro de frequências|Síntese de FSS|Aprendizado de máquina";"UFRN";"doctoralThesis";"openAccess";"2021";"https://repositorio.ufrn.br/handle/123456789/44631";"doctoralThesis";"por"
"UFRN_8e0d81010cec5d38a2db18a1da546cb2";"Máscara para detecção de detritos espaciais em imagens de telescópio adquiridas em modo estático";"primary[Giraldo, William Humberto Úsuga(NA)]";"Detritos espaciais|Limpeza do espaço|Órbitas terrestres|Mitigação do risco dos detritos espaciais|Detecção de detritos espaciais";"UFRN";"masterThesis";"openAccess";"2022";"https://repositorio.ufrn.br/handle/123456789/48479";"masterThesis";"por"
"UNB_6b7773414e9ea4bc664ad8b2181c8dec";"Electromyographic signal processing using machine learning and entropy";"primary[Barbosa, Luiz José Lucas(NA)]";"";"UNB";"masterThesis";"openAccess";"2020";"https://repositorio.unb.br/handle/10482/41090";"masterThesis";""
"UNB_019d475e438628608ab917d5151d846a";"Processamento de linguagem natural para indexação automática semântico-ontológica";"primary[Câmara Júnior, Auto Tavares da(NA)]";"";"UNB";"doctoralThesis";"openAccess";"2013";"http://repositorio.unb.br/handle/10482/13768";"doctoralThesis";"por"
"SCAR_06cfe7898d6cc3200a0d3d6a0657c081";"Simulação numérica do processo de secagem de concretos refratários em aplicações tecnológicas";"primary[Cunha, Túlio Mumic(NA)]";"concreto refratário|secagem|otimização|simulação numérica";"UFSCAR";"masterThesis";"openAccess";"2022";"https://repositorio.ufscar.br/handle/ufscar/16209";"masterThesis";"por"
"SCAR_8c34340c1eb47ad31c52f1fc080d524d";"Método de processamento digital de imagens para inferência da qualidade de materiais preparados com fibras vegetais";"primary[Miyamoto, Bruno Seiji(NA)]";"Processamento de imagens|Materiais - controle de qualidade|Análise baseada em textura|Método dos momentos (Estatística)|Qualidade de materiais|Momentos invariantes";"UFSCAR";"masterThesis";"openAccess";"2013";"https://repositorio.ufscar.br/handle/ufscar/538";"masterThesis";"por"
"SCAR_d9e57265a26406567e523b2fd1153ed4";"ScraperCI: um protótipo de Web scraper para coleta de dados";"primary[Graciano, Helton Luiz dos Santos(NA)]";"Recuperação da informação|Coleta de dados|Mecanismos de busca";"UFSCAR";"masterThesis";"openAccess";"2022";"https://repositorio.ufscar.br/handle/ufscar/17166";"masterThesis";"por"
"UFSM_a90feec341bc9a2aea0b7131ec0856a3";"Desenvolvimento de um sistema de recepção de imagens de satélite meteorológico e correção automática das imagens tipo LRPT";"primary[Flores, Rodrigo Dias(http://lattes.cnpq.br/5293393570455381)]";"Sensoriamento remoto|Retoque digital|LRPT|RTL-SDR|GNU radio";"UFSM";"masterThesis";"openAccess";"2018";"http://repositorio.ufsm.br/handle/1/14903";"masterThesis";"por"
"URGS_fca298b9f2b26981ff7db1b708a57c26";"Metodologias analíticas para avaliar a biodegradabilidade do diesel, biodiesel e blendas B10";"primary[Correa, Camila(NA)]";"Biodiesel|Diesel|Microrganismos|Análise multivariada|Análise de imagens";"UFRGS";"doctoralThesis";"openAccess";"2021";"http://hdl.handle.net/10183/224876";"doctoralThesis";"por"
"URGS_1d794466667738aecd608f8273f5d7df";"Identificação das propriedades dinâmicas de estruturas submetidas a ações ambientais";"primary[Carini, Matheus Roman(NA)]";"Vibrações estruturais|Identificação de sistemas";"UFRGS";"doctoralThesis";"openAccess";"2021";"http://hdl.handle.net/10183/232751";"doctoralThesis";"por"
"URGS_14f94b5cec9075bc60b8864073866168";"Novo método iterativo de localização da câmera baseado no conceito de resection-intersection";"primary[Alves, Thiago Waszak(NA)]";"Odometria visual|Visão computacional|Processamento de imagens|Veículos autônomos";"UFRGS";"doctoralThesis";"openAccess";"2021";"http://hdl.handle.net/10183/234983";"doctoralThesis";"eng"
"URGS_fb27ff17566c735deb027b82eedd3a22";"Learning to solve NP-complete problems";"primary[Prates, Marcelo de Oliveira Rosa(NA)]";"Inteligência artificial|Redes neurais";"UFRGS";"doctoralThesis";"openAccess";"2019";"http://hdl.handle.net/10183/199216";"doctoralThesis";"eng"
"URGS_daf448d9e263d4a1868d21003512beac";"Software educativo para o estudo de critérios e envelopes de falha em materiais compósitos";"primary[Gamboa, Julian Fernando Niño(NA)]";"Compósitos|Software educacional";"UFRGS";"masterThesis";"openAccess";"2018";"http://hdl.handle.net/10183/205757";"masterThesis";"por"
"URGS_c09105a857f3092275e9aa44b73db7d5";"Climatologia de ciclones extratropicais na região sul do Brasil de 2000 a 2016";"primary[Jantsch, Maiquel(NA)]";"Geografia ambiental|Climatologia|Variabilidade climática";"UFRGS";"masterThesis";"openAccess";"2019";"http://hdl.handle.net/10183/193750";"masterThesis";"por"
"URGS_31f3685fe1e39af19dd32966ac3a543b";"Experimentos de baixo custo para o ensino de física em nível médio usando a placa Arduino-UNO";"primary[Fetzner Filho, Gilberto(NA)]";"Ensino de física|Ensino médio|Aprendizagem significativa|Experiências de física|Material didático|Aquisição de dados|Arduino";"UFRGS";"masterThesis";"openAccess";"2015";"http://hdl.handle.net/10183/127987";"masterThesis";"por"
"URGS_74b454ef1957bc4ffbe3ce9a1f689b61";"Determinação automática de Knickpoints e análise morfométrica e hipsométrica da Bacia Hidrográfica da Lagoa Mirim com o uso de técnicas de geoprocessamento";"primary[Scalco, Patrícia Andréia Paiola(NA)]";"Bacia hidrografica|Sistemas de Informação Geográfica (SIG)";"UFRGS";"doctoralThesis";"openAccess";"2017";"http://hdl.handle.net/10183/171970";"doctoralThesis";"por"
"URGS_1f20535a2fcd86cd05e1cc1be75805d3";"Modelagem e simulação de uma unidade de geração de hidrogênio para o desenvolvimento de métricas de eficiência operacional";"primary[Silva, Patrícia Rodrigues da(NA)]";"Produção de hidrogênio|Modelagem matemática|Eficiência operacional";"UFRGS";"masterThesis";"openAccess";"2017";"http://hdl.handle.net/10183/172054";"masterThesis";"por"
"URGS_7a4b93c164acab5ba50ae37acf89f29a";"Proposta de policiamento inteligente : integrando modelos de localização preditiva e de roteirização eficiente de patrulhas policiais";"primary[Limeira, Marcio Luiz da Costa(NA)]";"Segurança pública|Policiamento|Gestão de pessoas";"UFRGS";"masterThesis";"openAccess";"2022";"http://hdl.handle.net/10183/248030";"masterThesis";"por"
"URGS_4f9e01117c399268168d2c1312276d2c";"Confiabilidade estrutural de lajes lisas : estado limite último à punção";"primary[Silva, Gustavo Ribeiro da(NA)]";"Lajes de concreto|Punção (Engenharia)|Estruturas (Engenharia) : Confiabilidade";"UFRGS";"doctoralThesis";"openAccess";"2022";"http://hdl.handle.net/10183/250590";"doctoralThesis";"eng"
"UEPG_05c9ece810ed928207b6bc0d64dc68e1";"EXTRAÇÃO DE CARACTERÍSTICAS DE IMAGENS APLICADA À DETECÇÃO DE GRÃOS ARDIDOS DE MILHO";"primary[Ribeiro, Sergio Silva(http://buscatextual.cnpq.br/buscatextual/visualizacv.do?id=K4559064P4)]";"processamento digital de imagens|mineração de dados|milho";"UEPG";"masterThesis";"openAccess";"2015";"http://tede2.uepg.br/jspui/handle/prefix/125";"masterThesis";"por"
"P_RS_b0133586f6eea07090f55d214deeb0de";"A aprendizagem da geometria espacial potencializada por meio de um aplicativo de realidade aumentada na perspectiva do mobile learning";"primary[Resende, Bruno(NA)]";"M-learning|Geometria Espacial|Realidade Aumentada|An?lise Textual Discursiva|Minera??o de Texto|CIENCIAS HUMANAS::EDUCACAO";"PUC_RS";"masterThesis";"openAccess";"2019";"http://tede2.pucrs.br/tede2/handle/tede/8482";"masterThesis";"por"
"USP_c7f69c0785c27438f567447f0380c264";"Espaço geográfico, comunicação e psicosfera: a imagem da Petrobras construída pelos meios de comunicação";"primary[Ruth Alexandre de Paulo Mantoan(NA)]";"";"USP";"masterThesis";"openAccess";"2021";"https://doi.org/10.11606/D.8.2021.tde-17052021-184750";"masterThesis";"por"
"UFG_300b7f8d7f78335518d0c2bc435b9c15";"Alocação e dimensionamento ótimo de geração distribuída utilizando o fluxo de potência intervalar";"primary[Nogueira, Wallisson Calixto(NA)]";"Otimização|Incertezas|Fluxo de potência intervalar|Optimization|Uncertainty|Interval load flow|ENGENHARIAS::ENGENHARIA ELETRICA::SISTEMAS ELETRICOS DE POTENCIA";"UFG";"masterThesis";"openAccess";"2021";"http://repositorio.bc.ufg.br/tede/handle/tede/11853";"masterThesis";"por"
"USP_5e66babcc05d50c44cb7fc19f34eafb4";"Utilização de dados 3D de alta resolução para detecção de mudanças em movimentos de massa em Perus, São Paulo (SP)";"primary[Luiz Fernando dos Santos(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.44.2020.tde-25082020-090103";"masterThesis";"por"
"USP_00181a477e83394ca9b8f88e2761e717";"Melhorias qualitativas na modelagem de levantamentos batimétricos em reservatórios por meio da ferramenta computacional \'CAV-NH\'";"primary[Artur José Soares Matos(NA)]";"";"USP";"doctoralThesis";"openAccess";"2012";"https://doi.org/10.11606/T.18.2012.tde-25102012-104425";"doctoralThesis";"por"
"USP_5f48b81966a5f71fdbac6d40c54b5d6b";"Previsibilidade da movimentação ortodôntica com alinhadores e metodologia para mensuração do posicionamento dentário em modelos digitais";"primary[Renata de Faria Santos(NA)]";"";"USP";"doctoralThesis";"openAccess";"2020";"https://doi.org/10.11606/T.23.2020.tde-24022021-183333";"doctoralThesis";"por"
"USP_c1dc9c2bc2c5f0f468dd6e14ac36b459";"Desenvolvimento de console multiplataforma para aquisição, organização e visualização de dados do espectrômetro digital de RM do CIERMag: ToRM Console";"primary[Danilo Mendes Dias Delfino da Silva(NA)]";"";"USP";"masterThesis";"openAccess";"2014";"https://doi.org/10.11606/D.76.2014.tde-24042014-172009";"masterThesis";"por"
"USP_1f15f106522591897552356a43738cf3";"Um algoritmo para simplificar sistemas de equações diferenciais que descrevem a cinética de reações químicas";"primary[Amanda Sayuri Guimarães(NA)]";"";"USP";"masterThesis";"openAccess";"2016";"https://doi.org/10.11606/D.45.2016.tde-23082016-170051";"masterThesis";"por"
"USP_2ed24cf980a0585926ad43c0ace512c9";"Múltiplas populações com filtros UV do Telescópio Espacial Hubble e ajuste de isócronas em aglomerados globulares do Bojo";"primary[Raphael Augusto Pereira de Oliveira(NA)]";"";"USP";"masterThesis";"openAccess";"2019";"https://doi.org/10.11606/D.14.2019.tde-22042019-160918";"masterThesis";"por"
"USP_e601fd11fc547a54b6ce8eb18b74c0a7";"Comportamento mecânico de juntas coladas de materiais compósitos: avaliação da influência das incertezas do processo de fabricação";"primary[Jailto Antonio Prado da Silva(NA)]";"";"USP";"doctoralThesis";"openAccess";"2022";"https://doi.org/10.11606/T.18.2022.tde-29062022-154527";"doctoralThesis";"por"
"USP_eeba1a94cd7e31a4fd9d5358e75785be";"Comparação de redes de microRNAs placentários de primigestas submetidas a intervenção psicossocial";"primary[Rayssa Maria de Melo Wanderley Feitosa(NA)]";"";"USP";"masterThesis";"openAccess";"2022";"https://doi.org/10.11606/D.95.2022.tde-28062022-171806";"masterThesis";"por"
"USP_ec20f94b2bea0328158aae6b96a20a39";"Projeto de mecanismos flexíveis baseado no efeito da flambagem não linear utilizando o método de otimização topológica.";"primary[Ricardo Doll Lahuerta(NA)]";"";"USP";"doctoralThesis";"openAccess";"2017";"https://doi.org/10.11606/T.3.2017.tde-27112017-140753";"doctoralThesis";"por"
"USP_845121de18fb67ae6f703554c495d834";"Linguística e computação em diálogo para análise de textos e criação de atividades de leitura em língua inglesa";"primary[José Lopes Moreira Filho(NA)]";"";"USP";"doctoralThesis";"openAccess";"2015";"https://doi.org/10.11606/T.8.2015.tde-16092015-172528";"doctoralThesis";"por"
"USP_30375a1323d09da453b4d481fa5b58c2";"Sifter-T: Um framework escalável para anotação filogenômica probabilística funcional de domínios protéicos";"primary[Danillo Cunha de Almeida e Silva(NA)]";"";"USP";"masterThesis";"openAccess";"2013";"https://doi.org/10.11606/D.95.2013.tde-07032014-141327";"masterThesis";"por"
"USP_56e66487b72fef1ebfcda83c771bb3ca";"Splitting method in multisite damage solids: mixed mode fracturing and fatigue problems";"primary[Igor Frederico Stoianov Cotta(NA)]";"";"USP";"doctoralThesis";"openAccess";"2016";"https://doi.org/10.11606/T.18.2016.tde-08032016-103918";"doctoralThesis";"eng"
"USP_e2f5be3093124b61fcb31e01dcad2edc";"Uma grade de espectros sintéticos para o estudo de múltiplas populações em aglomerados globulares";"primary[Vinicius Branco(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.14.2020.tde-15122020-164651";"masterThesis";"por"
"USP_1fd909c099f4f5f224d87e74a5eec11d";"Topology optimization of fluid diodes based on integer linear programming.";"primary[Bruno Caldas de Souza(NA)]";"";"USP";"doctoralThesis";"openAccess";"2021";"https://doi.org/10.11606/T.3.2021.tde-18052021-134145";"doctoralThesis";"eng"
"USP_2a1962e94ff7c5122de8dd3d31410c18";"Strategies to improve results from genomic analyzes in small dairy cattle populations";"primary[Bruno da Costa Perez(NA)]";"";"USP";"doctoralThesis";"openAccess";"2019";"https://doi.org/10.11606/T.74.2019.tde-15082019-154456";"doctoralThesis";"eng"
"USP_504270b8d192b247653ec77511b886ee";"Desenvolvimento de software para extração de índices de vegetação e implementação de classificador de status nutricional em nitrogênio em pastos de Urochloa decumbens \'Basilisk\' (Syn. Brachiaria decumbens \'Basilisk\')";"primary[Caio Augusto Bertolini(NA)]";"";"USP";"masterThesis";"openAccess";"2022";"https://doi.org/10.11606/D.74.2022.tde-03082022-154948";"masterThesis";"por"
"USP_2255fbb879cd4fe1b86019d4b5cb7c27";"Utilização de aprendizado de máquina para refinamento do grupo de risco de câncer de próstata em pacientes tratados com radioterapia";"primary[Thaine Cravo Marques dos Santos(NA)]";"";"USP";"masterThesis";"openAccess";"2022";"https://doi.org/10.11606/D.82.2022.tde-11012023-162137";"masterThesis";"por"
"USP_009fa3966c03a09d6bd5d4775f84ba22";"Modelagem baseada no conceito City Information Modeling para estudo do sistema logístico de coleta de resíduos sólidos urbanos.";"primary[Carolina Midori Oquendo Yosino(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.3.2020.tde-09122020-110515";"masterThesis";"por"
"USP_545deb1b183cf4527ba6a6f24ddc1d78";"Evaluating classification models for resource-constrained hardware";"primary[Lucas Tsutsui da Silva(NA)]";"";"USP";"masterThesis";"openAccess";"2020";"https://doi.org/10.11606/D.55.2020.tde-11112020-180216";"masterThesis";"eng"
"USP_6c93a54da0dceedb1ba3362cb859eb12";"Desenvolvimento de jogos computadorizados para auxiliar a aquisição da base alfabética de crianças";"primary[Flávio Cezar Amate(NA)]";"";"USP";"doctoralThesis";"openAccess";"2007";"https://doi.org/10.11606/T.18.2007.tde-09082007-110030";"doctoralThesis";"por"
"UPM_cadc4824d603467be25417c9c3cc6506";"Caracterização micromecânica de propriedades de tenacidade à fratura de ligas de alumínio estruturais";"primary[Trovato Neto, Euclydes(http://lattes.cnpq.br/8693132162440544)]";"caracterização de tenacidade|mecânica de fratura|ligas de alumínio estruturais|métodos micromecânicos";"MACKENZIE";"masterThesis";"openAccess";"2019";"http://dspace.mackenzie.br/handle/10899/24256";"masterThesis";"por"
"USP_5b9e9d5202ceec706d0a4e403f8c2f02";"Exploração de dados de mapas colaborativos em avaliações de morfologias urbanas brasileiras";"primary[Bruna Kuramoto(NA)]";"";"USP";"masterThesis";"openAccess";"2019";"https://doi.org/10.11606/D.18.2019.tde-20082019-084513";"masterThesis";"por"
"USP_164473f491e838b223a8bac66d45af8b";"Método multigrid algébrico: reutilização das estruturas multigrid no transporte de contaminantes";"primary[João Paulo Martins dos Santos(NA)]";"";"USP";"doctoralThesis";"openAccess";"2015";"https://doi.org/10.11606/T.18.2016.tde-10052016-145452";"doctoralThesis";"por"
"USP_6efde7680eb1669ee868021d6a63555b";"De braços para a lavoura a proprietários rurais?: imigrantes e o acesso à terra em São Paulo, 1886-1920";"primary[André Luiz Lanza(NA)]";"";"USP";"doctoralThesis";"openAccess";"2021";"https://doi.org/10.11606/T.8.2021.tde-01072021-182813";"doctoralThesis";"por"
"USP_741db3a11edf63da8b39094c32ae38e6";"Método combinado para compressão de imagem DICOM com normalização de bits e codecs de vídeo";"primary[Marcos Soares de Oliveira(NA)]";"";"USP";"masterThesis";"openAccess";"2022";"https://doi.org/10.11606/D.59.2022.tde-01042022-135355";"masterThesis";"por"
"USP_c45d9a737677f388284a10d79e9a41bb";"Mapeamento e estudo de associação de Variações no Número de Cópias de DNA (CNVs) e de Regiões com Perda de Heterozigozidade (LOH) com fenótipos complexos";"primary[Camila Alves de Souza(NA)]";"";"USP";"masterThesis";"openAccess";"2022";"https://doi.org/10.11606/D.95.2022.tde-29112022-121409";"masterThesis";"por"
"UEG-2_8f734ffa2b500f3d3d314c5899dff1f1";"Química e tecnologia: um aplicativo para a abordagem dos conteúdos de ácidos e bases no Ensino Médio";"primary[Xavier, Janaína Lopes(NA)]";"Ensino de química|Aplicativo educacional|Ácidos e bases|Tecnologia educacional|Chemistry learning|Educational application|Acids and bases|Educational technology|CIENCIAS EXATAS E DA TERRA::QUIMICA";"UEG";"masterThesis";"openAccess";"2018";"http://www.bdtd.ueg.br/handle/tede/114";"masterThesis";"por"
"UFMG_f5fe3d28e55e5bff4e236eb3fac1b649";"Método das somas ponderadas aplicado à otimização multiobjetivo de estruturas lineares e não lineares usando computação evolucionária";"primary[Walliston dos Santos Fernandes(NA)]";"Weighted Sum Method (WSM)|Salome-Meca|Smoothing Evolutionary Structural Optimization (SESO)|Analytic Hierarchy Process (AHP)|Otimização multiobjetivo";"UFMG";"doctoralThesis";"openAccess";"2016";"http://hdl.handle.net/1843/BUOS-B3EGBG";"doctoralThesis";"por"
"UFMG_7815974d2b4a3201d20afb145d4866aa";"Impacto do processamento de transcritos por Spliced Leader trans-splicing no repertório proteico de Schistosoma mansoni";"primary[Jéssica Silqueira Hickson Rios(NA)]";"Schistosoma mansoni|Bioinformática";"UFMG";"masterThesis";"openAccess";"2016";"http://hdl.handle.net/1843/BUOS-ARRFPM";"masterThesis";"por"
"UFSP_b02369a6bc29b7f2abd2fdf6c42cad13";"Análise de similaridade entre sequências dos genes do HIV-1 e o Genoma Humano";"primary[Galinskas, Juliana [UNIFESP](NA)]";"Genoma humano|HIV-1";"UNIFESP";"masterThesis";"openAccess";"2010";"http://repositorio.unifesp.br/handle/11600/8922";"masterThesis";"por"
"UFMT_d64103d2f17b51780072775e85eb7375";"Automatização da predição de variáveis micrometeorológicas utilizando a Teoria da Complexidade";"primary[Annunciação, Ana Claudia da Silva(NA)]";"Pantanal|Teoria da complexidade|Sistema dinâmico|CNPQ::CIENCIAS EXATAS E DA TERRA::FISICA|Complexity theory|Dynamic system";"UFMT";"masterThesis";"openAccess";"2017";"http://ri.ufmt.br/handle/1/2943";"masterThesis";"por"
"UFMT_3388b218794c126fcb6e180544455fee";"Simulações computacionais 3D no VPython : um ambiente de aprendizagem para a física dos fluidos";"primary[Assis, Bruna Camargo Soares de(NA)]";"Animações|Fluidos|VPython|CNPQ::CIENCIAS EXATAS E DA TERRA::FISICA|Animations|Fluid";"UFMT";"masterThesis";"openAccess";"2017";"http://ri.ufmt.br/handle/1/3341";"masterThesis";"por"
"UNIJ_686a6c69b6346b5d1fac56397b984a9c";"Modelagem matemática e computacional do escoamento de grãos de soja utilizando o método dos elementos discretos";"primary[Barboza, Jennifer Valleriano(NA)]";"Ciências Exatas e da Terra|Modelagem Matemática|Material granular|Armazenamento|Secagem|Simulação";"UNIJUI";"masterThesis";"openAccess";"2016";"http://bibliodigital.unijui.edu.br:8080/xmlui/handle/123456789/3630";"masterThesis";"por"
"UNB_975051c409edf3aadd05593f2dcb556b";"Acesso e compreensão de conteúdos em português por estrangeiros em bibliotecas digitais científicas : uma proposta metodológica e sua implementação";"primary[Menezes, Francisco Cláudio Sampaio de(NA)]";"";"UNB";"doctoralThesis";"openAccess";"2017";"http://repositorio.unb.br/handle/10482/31438";"doctoralThesis";"por"
